sample_time,entid,yp,ts,el
2020/9/1 0:02,10538014400,447.7479162,490.7209509,24.56723905
2020/9/1 0:02,10538014400,461.9210308,532.8065003,24.26622689
2020/9/1 0:02,10538014400,445.143978,490.4951167,23.56351413
2020/9/1 0:02,10538014400,434.0152054,505.117852,23.92121538
2020/9/1 0:02,10538014400,459.1193849,522.3595302,23.6867697
2020/9/1 0:02,10538014400,444.4104122,526.6701482,25.98384104
2020/9/1 0:02,10538014400,450.2029416,495.4350814,25.19173205
2020/9/1 0:02,10538014400,450.6495265,514.6471932,25.60203499
2020/9/1 0:02,10538014400,447.1452166,503.7927861,25.96193234
2020/9/1 0:02,10538014400,428.2532806,529.3466307,25.06697957
2020/9/1 0:02,10538014400,440.6728565,510.2044322,26.39533952
2020/9/1 0:02,10538014400,454.7471363,493.659694,23.74381567
2020/9/1 0:02,10538014400,435.9591125,505.8528998,26.12212686
2020/9/1 0:02,10538014400,456.9242585,488.9329296,26.46545313
2020/9/1 0:02,10538014400,442.2626365,523.8083491,23.7820257
2020/9/1 0:02,10538014400,423.7557328,523.1096662,25.16993646
2020/9/1 0:02,10538014400,453.1394949,492.4252712,26.5559603
2020/9/1 0:02,10538014400,445.5434966,492.5132003,24.49117479
2020/9/1 0:02,10538014400,430.8364454,512.2555756,25.18318702
2020/9/1 0:02,10538014400,453.7554098,522.3949131,23.56558245
2020/9/1 0:02,10538014400,459.9925652,505.1674922,24.54812073
2020/9/1 0:02,10538014400,424.6928395,512.8193739,24.07814356
2020/9/1 0:02,10538014400,458.1380981,533.7743825,24.00886299
2020/9/1 0:02,10538014400,424.5173211,531.3261031,25.98154791
2020/9/1 0:02,10538014400,426.1785026,527.0024349,24.59535712
2020/9/1 0:02,10538014400,427.6084658,510.3090137,23.26302174
2020/9/1 0:02,10538014400,438.7748172,495.0250646,23.9396856
2020/9/1 0:02,10538014400,456.7021716,494.4706245,25.30097918
2020/9/1 0:02,10538014400,442.8816949,531.1904188,26.46459755
2020/9/1 0:02,10538014400,444.6773555,495.550957,24.5428128
2020/9/1 0:02,10538014400,455.7762077,519.3747746,24.98696653
2020/9/1 0:02,10538014400,425.6275166,528.9892223,25.60458476
2020/9/1 0:02,10538014400,431.4946556,533.2334133,25.26688484
2020/9/1 0:02,10538014400,444.6254275,516.4485911,26.08942485
2020/9/1 0:02,10538014400,435.3192185,535.0751782,26.70222722
2020/9/1 0:02,10538014400,445.5199825,532.9656314,24.82276149
2020/9/1 0:02,10538014400,444.8098324,509.4648781,25.65216188
2020/9/1 0:02,10538014400,446.4671064,524.8450655,25.68521433
2020/9/1 0:02,10538014400,429.2730547,512.5317937,26.83922817
2020/9/1 0:02,10538014400,455.7519591,491.3113733,24.77490114
2020/9/1 0:02,10538014400,450.172151,511.2938968,24.01555055
2020/9/1 0:02,10538014400,425.3508854,520.4937705,26.55287699
2020/9/1 0:02,10538014400,432.9412946,502.5606431,24.71587189
2020/9/1 0:02,10538014400,455.769719,525.0480641,24.75081978
2020/9/1 0:02,10538014400,429.0243834,499.9130103,25.49327055
2020/9/1 0:02,10538014400,461.0848506,526.0647112,24.75765467
2020/9/1 0:02,10538014400,429.2456507,510.6659845,23.9205276
2020/9/1 0:02,10538014400,443.5061074,500.6973497,24.85500514
2020/9/1 0:02,10538014400,430.5182143,523.1351519,23.26948288
2020/9/1 0:02,10538014400,433.521254,517.4738027,26.84163413
2020/9/1 0:02,10538014400,455.435893,503.1042263,26.84547698
